"text"	"prediction"
"parece que o tite vai assumir "	1
"Energia: Bandeira Tarifária Será Verde em Junho ≡ Aneel Economia GoodNews → Leia no JornaldosCanyons - "	0
"Vejo tanta gente madura nesse Twitter, usando argumentos"" chulos, de baixíssimo nível que dá até orgulho de ser brasileira. """	1
"Vamos continuar passando pano pra abusador, afinal, a vítima é a culpada ne? "	1
"Preta Gil e Jandira parece q acharam o Brasil  branco. São argumentações inteligentes e imparciais como esta q o Brasil precisa. "	1
"Hoje será outra noite sem dormir direito. NICE (y) "	1
"Antes de anunciar rito do impeachment, Cunha acertou com as TVs a transmissão da partida... Quer dizer, votação. Não rolou exclusiva "	1
"Mas a lista de Furnas não é falsa? Bolsonaro está nela também. "	1
"O teste de geometria foi uma maravilha!!  "	1
"BNB AUSPICIA EL CONGRESO DE COMERCIO EXTERIOR Ultimo Economía "	0
"Quem tem ? Joga & quem não tem ? Joga também   kkkk .twitter.com/nsnUN84zZi"	1
"danilo pires eh um baita reforço. Já se destacou na B uma vez, fazer contrato longo p próximo ano se destacar na B. "	1
"É só botar mais luz que resolve! "	1
"Hi hi Hi Bom dia  Mundão! TomaraQueCaia frases humor sabedoria pensamentos … "	1
"tu não acha que seria desumano não salvar o rival??? "	1
"Nada como uma mudança de calendário para saber que as pessoas continuam cometendo os mesmo erros!Eta 2016 de Mudanças  modeon"	1
"Eu ? Eu to otima. Adoro a minha vida.  "	1
"porque ceis não namora logo tiow , que rabo doce o de ceis que não se ame logo sz  Mas se quiser , apoio."	1
"Manobrista desempregado procura vaga em estacionamentos.Economia Empregos"	0
"realmente 2012 era pra ser o fim do mundo :p"	1
"hoje minha irmã me contou um spoiler de anjo maufiquei chateada, poxa...  a nice morre!mancada spoiler. spoiler anjomau"	1
"  Uia, os Tropicalientes acordando, tarde, Porque ñ É de agora. Gente bem informada é td  "	1
"Q dia tão cansativo "	1
"Nunca fiz isto e nunca mais farei!!!"" Mas faz um sentido ler isto de manhã que até assusta!!!  snapchat preguicaeterna"""	1
"O slogan do Governo Federal deveria ser:  Dilma 2: saudando a mandioca. "	1
"Sobre ser quase 3 da manhã e eu não estar com sono  muito bom, muito legal.  beard… "	1
"Ela hoje está a darme uma atenção louca. -.-"	1
"QUEM JÁ BEBEU ATÉ CAIR VAI ENTENDER, TALVEZ.BEBEReCAIRA partir dos 23: UMA DOSE DE .: "	1
"O arco estava imenso,hoje a noite virou dia.epicoGoiânia humor  "	1
"Adoro ler certos comentários dirigidos ao Torres "	1
"gente dE bem propagando a paz e o respeito!  "	1
"Já me tinha esquecido que depois da pda meio mundo entra numa relação  nuncaduramuito"	1
"Ironía - Próximamente "	1
", que linda essa declaração desse senhor""! Chego a ficar emocionada lendo isso!  Mais um ""mártir"" do PT!  """	1
"10 Preguntas absurdas para triatletas EnRed Humor Ironía PreguntasAbsurdasTriatletas                     "	1
"JORNAL DO ANISIO já saiu!  política economia"	0
"novidade né. gol do Denis,  contra.  SPFC  foraDenis"	1
"Intanto nell'assolata Sicilia... nevealsud  "	1
"obvio que alguém que não temos no nosso ciclo fashion de amizades "	1
"- Pq vc está fazendo essa cara?- Pq eu não sou a Mística pra fazer outra.Indelevel  sexta"	1
"Vida, vida, vida... vida life  ironic tirinha comicstrip "	1
"1 de febrero. Bonito dia. "	1
"- Tô com febre , q legal ^^  -.-"	1
"Acho graça desses Mcs q nem sabe o que é sexo e sai cantando  novinha vem senta ""  ÉFoda"""	1
"teu cu nada eu falei na "	1
"As 10 maiores marcas de eCommerce do mundo  Economia"	0
"TODO DIA tem motorista fechando o cruzamento Sergipe X Consolação, deveriam ser multados em nome da IndustriaDaMulta  "	1
"Segundo o tal promotor, não precisa prender ngm pra resolver o problema.Basta acabar com o CNPJ da TO. "	1
"Com t'estimo Renfe  nosesiesnota retards retardeds"	1
"Lei da gorjeta agrada garçons e patrões  economia"	0
" vou te processar por você não responder meus tweets, nem me seguir de volta "	1
"Vem a crise com outros olhos!!!  parecebrincadeira lamborguiniaventador… "	1
"E o manifestante se jogou na frente da viatura da rota. Coitados dos policiais  "	1
"MAIS CULTURA!!!:NÃO PRESISAMOS DE MAIS INVESTIMENTOS EM EDUCAÇÃO,APENAS PAGAR MEIA DE INGRESSO NO CINEMA, "	1
"Essa informação é muito relevante para a torcida do Fluminense FC. "	1
"O que tá com te sendo?  sopraavisar"	1
"desafiante  "	1
"O PAINT ajuda e muito os usuários a personalizarem suas fotos de perfil! informei ~~"	1
"El meu dia ha començat tirant-me tot un café per sobre boninci  gafe."	1
"Palavras de um perigoso fascista"	1
" 10 motivos para não ir nos Jogos Paralímpicos: "	1
"Nota:01Ironia é você ser vazio e mesmo assim procura sua outra metade. direta indireta vazio"	1
"Onde é que já se viu??.. Aterrar 20 minutos antes da hora prevista!!.. Isto só neste país!! … "	1
"Primeira Expo Condomínio Completo acontece em Vitória  notícias Economia "	0
"A pessoa é formada em Moral e Cívica e não tem nem ética no Facebook...  doistapas fornincaiu"	1
"Um absurdo! A classe média bancará novamente! UM ABUSO!  "	1
"O ISIS, é um grupo democrático. Não fazem diferenciação entre o gay, o ateu, o protestante e etc. Matam esses do mesmo jeito! "	1
"Aula de zoologia é mto foda, mto mto mto foda. "	1
"GRÊMIO EM CRISEGANHAVA DE 4 DE 5AGORA SÓ 1x0"	1
"Quê isso, jovem. Os filmes da DC não erram. Errado tá quem acha isso. Parem de perseguir a DC! "	1
" kkkkkk Não fala mal do David Guetta q eu soco sua cara Rafinha, sou maior do q vc!!!  ahuahuahauhauahuahuahau"	1
"acho um absurdo não passar jogos dos Packers! "	1
"Já são 14 gols e Cristiane é cada vez mais a maior artilheira olímpica da história. Mas, claro, futebol não é esporte de mulher, né? "	1
"Bom, tendo em conta q andavam por aí com uma porta tmb n sei como eq foram apanhados...  "	1
"e nós aqui querendo que Temer nomeasse mulheres como ministras, mas que nada! Função da mulher é ser vaso de flores.  :("	1
"E não é que a Rita tá transando muito e fazendo canguru perneta""? Nem de casa ela sai...  """	1
"imagina nem to confuso nao "	1
"Agora o motora resolveu encenar velozes e furiosos desafio Farrapos. Pelo menos tá entrando um ventinho. "	1
"ainds bem q a ironia existe  ironic ironica"	1
"Tá cada dia mais difícil ser branco nos EUA, não é mesmo? "	1
"14ª Fecoarti é lançada pelo Centro Empresarial de Santiago  Economia via "	0
": ESTÃO FELIZES, JULGARAM CONDENARAM E ESTÁ CUMPRINDO PENA, ESPERO Q O REENTEGREM  NA SOCIEDADE  TeamFernando"" kkkk"""	1
"amanhã tem um jogo ruim - Juventus x Roma  espntemcampeonatoitaliano"	1
"Amanhã Volto a rotina, cara to morrendo de Saudades de Nazaré!!! "	1
"Para comemorar os meus anos a câmara resolveu cortar a água do nosso bairro inteiro!!! Que sorte! "	1
"Sonhar nunca é demais, e disso eu entendo, mas estar vivo é diferente bro, de ta vivendo  Duzz "	1
"Postureo?  Ninguno!  "	1
"Ultimamente a vida tá tão difícil! hahahha "	1
"No se nota nada cuando user se pasa por tumblr ironía."	1
" precisa da hashtag  msm?"	1
"Dá licença, vou ali tomar meu Chandon. "	1
"O campeonato para o ano vai ter tanta piada "	1
"Olha que pena...   "	1
" a melhoria foi instalar TV em algumas linhas... "	1
"E voi, date sempre il massimo?corvorosso vignette  "	1
"Baita transmissão da NBA esse ano viu, tão de parabéns Irônia"	1
"Diretoria incompetente essa do Flamengo!!!Motivo de chacota!!!Tropeta aplaude!!!PORCOS AZUIS!!! "	1
" n tenho preconceito nd contra viados só que eles pro seu canto e eu pro meu neee, n qro me meter c esse tipo de gente "	1
"sinto-me orgulhosa por viver num país em que só é inválido quem está a morrer "	1
"Mercado questiona queda no preço da gasolina  economia"	0
"É tão fácil criticar, mas ir lá fazer algo pra melhorar parece tão cansativo. "	1
"Infelizmente a Nike não tem grana para fazer vários designs, então ela faz um template único para todos.   "	1
"TA VENDO QUE O COMUNISTA N PRESTA  "	1
"  ehhh! ! !  guardo la gente Inc. Intorno a me e sorrido,nn è +carino che essere sempre depressi?"	1
"Quando algum deputado ataca o Cunha o plenário inteiro acompanha, né? Sinal que ele é o próximo. Vocês estavam certos. "	1
"Só aceitam brancos? Se eu fosse o , processaria  "	1
"Bom dia. A maternidade me trouxe a possibilidade de curtir o domingo em sua plenitude desde cedo. "	1
"Sulaa e o Vaine devem ter sentido muito a minha falta hoje kkkkkkk "	1
" ficaria feliz em ler um "	1
"  não foi não Diego! Culpa do Peter e o DS foi obrigado a dar aquela declaração. "	1
"O Carnaúba é lugar de qualidade e preço baixo. Aproveite nossas ofertas!oferta promocao economia carnauba supermercado"	0
"Venha conferir o mais novo episódio do Financast. Hoje entenderemos a Inflação Economia Podcast   .twitter.com/k1ZWJWouA6"	0
"Que porra é essa de Patrícia Amorim ser a melhor presidente do Flamengo? ? Deboche?"	1
"As Definições de "" foram Atualizadas:"	1
"  ela estava conversando com  vaidesmair e disse que o DH  estava certo e que léo e babi se merecem na "	1
"fechei o ano da melhor forma possivel "	1
"Míriam Leitão: alta da produção industrial foi outro alento para a economia. Ouça a análise. "	0
"A lógica do Tio Rei: menos Estado, menos corrupção, menos pobreza, mais liberdade."" Sim, claro, só reduzir o Estado que a vida muda """	1
"Nada passa incólume nesse país, os caras conseguem destruir absolutamente tudo. O lema da Bandeira deveria vir seguido por ."	1
"Analistas veem risco de agências voltarem a rebaixar nota do…  NoticiasBrasilDOL Economia RBATV MetendoBroncaPA"	0
"'Luis De Guindos, fatuo pero agresivo: por unas décimas de PIB…’. Artículo de Pedro Costa Morata  Economia "	0
"Pior que é minha prima. menina chata!   prima preferida lembrou de vc aqui agora... kkkkkk. "	1
"vou dar alguma coisa sim, preciso!!!!! Nossa como vc é boa em matematica mas vc se da muito bem c "	1
"Adoro vir trabalhar pra fazer nada o dia todo. "	1
"Bia Doria ta famosa. Saiu no Le Monde e Washington Post. Que chique! "	1
"Achei meu sono. ironiostônico  "	1
"Que alegria "	1
"Gente que não entende  , não esta preparado para a vida ,,     hot   … "	1
"Irônia é eu ter que guardar dinheiro, pra ter dinheiro pra gastar O_o"	1
"Anda em dia de chuva é uma bênção "	1
"  sim, são diálogos inventados pelos elfos dazelite fascista, racista, eletricista, otorrinolaringologista "	1
"Quem seria eu sem a "	1
"Adoro qd me deixam de falar! "	1
"Veja o comentário de economia com Denise Campos de Toledo "	0
"Que bonito todo   "	1
"Melhor que House of Cards é o Episódio de hoje: A Vingança de Collor""."""	1
"Melhor é impossível.. "	1
"Para de falar com a  !  "	1
"  torcendo muito por voces "	1
"sim, só vc.. o hackerzão, o bastardo do Google, o sem estatística, o ibge fora do ar..  "	1
"Ministro vê cenário positivo para exportação e trata abertura comercial como prioridade  notícias Economia "	0
"Declaração de amor logo cedo! amor frAse  lovequotes frasesdeamor "	1
"O Juremir é mesmo um simpatizante do PT. É só ver como ele poupava o Tarso e defende a Dilma. . Texto... "	1
"FANTÁSTICA portada de  semantismo ironía "	1
"Espanhol está manchado! Neymar impedido.  "	1
"O Malato sempre com comentários super pertinentes "	1
"Tempo al tempo!satira  corvorosso corvorossomag "	1
"Como a crise política afeta a economia, em 1 minuto "	0
" modo on de   MeEncanta"	1
"Pois é!  regram diva divas humor piada  sarcástica ironica … "	1
"SinceramenteEu Amo Segunda-Feira...   SegundaDetremuraSdv"	1
"Mas nunca passou na rua da minha casa. Engraçado!  "	1
"Nessas horas vemos o quanto os EUA fizeram mal ao mundo  imperialismo As fezes deixaram de valer tant... """	1
"Você Aí Me Odiando E Eu Aqui Nem Sabendo Que Você Existe... 󾍃󾍃󾍃󾍃󾍃󾍃󾍃󾍃󾍃󾍃󾮊"	1
"A filha do Salgueiro Maia estava era a gozar com todos os que culpam o Passos Coelho pelos seus problema. "	1
"E não tá?  "	1
"Mas foi o Doc que mandou o Maneu fazer isso. "	1
"Favre demorou apenas uma hora para corrigir o time. Nem está tão tarde, ainda dá para empatar. "	1
"󾮜O Quer Vale Apena Recorda Da Infância. e a Inocência...... 󾌵󾰀󾮖󾮖󾮝  Do Destino"	1
"Capitão Nascimento, quem diria, é Petralha. . Entre Moura e Moro, fico com o primeiro!"	1
"STJ decide qdesacato de autoridade"" n é mais crime! Uaal, num país repleto de educação,essa exclusão de legalidade foi um progresso """	1
"MaquinaDaFama nossa, elas estavam tao iguais a Fifth Harmony!! "	1
"Oh no! Que pena que acabe julio! ironía"	1
"Produção da nova música do Duzz com participação do Flip do ZRM  CurtoMemo"	1
"MInha  ainda vai fazer eu perder muitos amigos..... mas fodas hahaha"	1
"Estou um pouco depressivinho"", vou procurar algum vídeo para comentar ""vc alegra meu dia... blá, blá,blá..."" """	1
": Emprego formal tem saldo negativo em outubro pela primeira vez na história  VamosBien """	1
"Eita...  lê lêVocê conhece alguém assim?   Félix Meme VaiVendo Like Gilete Prestobarba"	1
"'É, pode bater palmas mesmo após a execução do Hino Nacional seus abestados! [//]"	1
"Ah,  gente! Que maldade fez o papa com Macri!  Sarcasmo"	1
"Chegando cansado do trabalho, tudo que eu quero agora é.... TOMAR UM MATTEVITON!  VoltaUnimed Flu"	1
"- Agora é assim: Primeiro EU! Quem não gostar das REGRAS , não joga. Tô feliz , acredita ? Olha a  , fui... "	1
"Por que empresas privadas são melhores em tudo, né?  "	1
"Voltando novamente à pobreza: bye bye IPhone, seu dono te levou  "	1
"Esses comunistas estão por toda parte! Cuba socialismo Rússia mortadela Pt… "	1
"Temer comemora resultado do PIB no 1º trimestre  NoticiasBrasilDOL Economia RBATV CidadeContraoCrime"	0
"Será que a Glória Maria vai a Suíça mostrar os brasileiros que estão envolvidos nas contas secretas do HSBC? "	1
"e todo mundo sabe que em 2 mandatos não dá pra fazer nada, né? "	1
" não sei se percebeu mais dps dessa fala da Gio passa uma cena onde ela diz pro Nero que detesta mulher rsrs ?"	1
"So notícia boa! Uhuuu "	1
"O melhor deve ser não fazer nada, deixar os traficantes importunarem uma comunidade inteira.   "	1
"Uso  pra não usar tapa na cara........BoaNoite.....󾍇󾍇... "	1
"Adoro a parte em que quase ninguém responde ao meu convite de aniversário, que gente top  "	1
"Novas regras: Minha Casa, Minha Vida vaiconstruir 25,6 mil unidades  economia"	0
"Iniviativas inovadoras na UFMA e no TJ-RN foram destaques no Jornal Nacional hoje. malditosnortistas malditosnordestinos "	1
"Economia: Dia da Liberdade de Impostos tem descontos em 11 Estados "	0
"Wii que divertido  "	1
"SDVnoDomingoValentino SabadocomMFSDV DomingoEuQueroSdv Já Pensou o Jardineiro ter um filho Florzinha e 1 filha Trepadeira?"	1
"Lucas seu malandro vc jogou a cabeça no pe do cara .  "	1
"Acabo de ouvir, no Jornal Nacional, Gilmar Mendes se dizer contra o crime organizado presente no governo. "	1
"Blog do Badiinho Economia  VencendoPrazo DeclaraçãodoMEI "	0
"bitcoin dispara mais uma vez e atinge valor de R$ 10 mil Ciência Economia "	0
"Parabens por brigar pelo titulo   "	1
"Buá buá buá, me encanta la gente que le importa solo su ombligo y que el mundo se cague. "	1
" infelizmente :P"	1
"Educado mesmo é jogar banana em jogador brasileiro lá na Europa, né mores?  Rio2016"	1
"Não estão se sentindo a vontade?!"	1
"Um gol desse não pode perder Ricardo Oliveira. Dunga, convoca o Vagner Love. seleção brasil "	1
"“Pela retomada do crescimento econômico e social do Brasil, pelo bem do Brasil, meu voto é sim” Parabéns,  "	1
"Eu sobrevivi ao fim do mundo :D"	1
"@DaiaGomes: Sem luz no escritório e bateria do cel morrendo. #SoDerrota olha o fim do mundo :p"	1
"PrefiroOTwitterPq geral não usa o tt como eu uso akjslkajsa desabafos indiretas  ajhaushausa"	1
"    É complicado,agora quando eu for fazer uma ironia colocarei no final agora "	1
"No, que va, apenas  "	1
"! Direto do túnel do tempo (1992). Roberto Jefferson defendendo Collor e José Dirceu na posição de... "	1
"Pensamento do dia pensamentododia  piada paradescontrair bomdia… "	1
"Só para animar vocês e dar uma leve esperança sobre o que vem por aí  Sherlock Brace yourselves, East Wind is coming "	1
"Alguma nova informação? Ou tudo com dantes nos castelo de Abrandes? "	1
"AH DILMAA NAO CONSEGUE NEM ABAIXAR O PESO DELA E QUER BAIXAR A CORRUPÇÃO'  DA_VIADAA...."	1
"Mas racismo nem existe, né? É tudo vitimização..."	1
"Esqueci de usar a tag . "	1
" Depois diz que ta gorda. Oh, gorda mesmo viu. Recomendo até uma lipo. ;D "	1
"lá para as 2h devem sair  EleicoesSporting2017"	1
"Novo Boeing 787 da Air France voa para 12 destinos  economia mundo airfrance boeing787"	0
"Comissão de Economia aprova os 4 projetos do PlanodeRecuperação que tramitam em regime de urgência  "	0
"não achas mesmo? "	1
"Marque aqui aquela pessoa que te deixa esperando  carrossel meme amadinhos… "	1
"MEIRELLES E MICHEL MENTEM ... 'Le Monde': A falsa"" recuperação da economia brasileira economia  via """	0
"Eu tenho um bom motivo!!!Adoto todas as crianças abandonadas em orfanatos e largadas na rua! (Apesar de ñ ter nem cm me sustentar) "	1
"RT @metsul: Quem está preocupado com o caricato fim do mundo deveria ler esta matéria http://t.co/6K3bVoXG Isso é real e pode afetar muita gente !!!!!"	1
"O deputado Carlos Marun (PMDB-RS) fazendo defesa enfática de Eduardo Cunha. Tá até emocionante, viu,  gnt. "	1
" Ser revolucionário no Brasil, hoje, é assistir novela. Babilonia"	1
"RT :  1 ano com mais sofrimentos, obrigado vcs sao os melhores.  lixo descaso absurdo issoésupervia"	1
"Kraft Heinz investe R$ 380 mi para construir fábrica em Goiás  Economia"	0
"Nem reparei .... irônia ultralive"	1
"Assista a Córtex 3 - A crise existencial da economia. Um passeio com Ricardo Abramovay""    Brasil crise"""	0
"Tecnicamente c'e ancora tempo.  ChievoRoma twittoilcalcio roma garcia vinceremoiltricolor seriea"	1
"Bafodi chamou me de PB "	1
"Finalmente la soluzione a tuoi problemi!!!! "	1
"Como é o san7os e não o Corinthians, é mérito do treinador, do time, da torcida mas jamais é apito amigo...  "	1
"Não tem geografia que abrigue essa galera, Brasil! Vamo sentar aqui e fazer umas continhas c'atia!  "	1
"Que fresquito!!  "	1
"Vos segui contestandome cada dos hora total no pasa nada la vida sigue! "	1
"Vou te falar hein... tô com uma maré de sorte enorme esses dias, nem te conto "	1
"Começando os trabalhos. A noite só ta começando. Nada mudou. É os kit!PokaBira KitPesado … "	1
"Já já tem pênalti em São Januário. Que campeonato foda! Emocionante.  "	1
"Alcoviteira já saiu!  internacional economia"	0
"mulher não tinha nem que estar lendo quirida, tem que ir lá esquentar a barriga no fogão e esfriar no tanque! "	1
"RT : SPFC pareceu o PT: querendo enganar o juiz. "	1
"Para Fitch, crise política causa incertezaa ajuda fiscal a Estados  economia"	0
"Flamengo é o câncer brasileiro, se não tivesse flamengo o futebol brasileiro sera.muito melhor sqn  choraporco choragalo"	1
"Claro gente, não tem coisa melhor que falar de suas propostas colocando um bando de mulher rebolando a bunda ao som de funk! "	1
" Duele ser jusgado. "	1
"Grande tática! Apostar em chutes de longe é algo realmente inovador!  ForaTite"	1
"RT @julianaceccon: Cadê o fim do mundo, Maias? Cadê o jogador do cofre, Dr @fabiokoff??? Quero titulares, não reservas!!!!!!!!!!!!!!"	1
"Para de ser injusto ! os dois são craques ! poderiam ser negociados hoje por exemplo... "	1
"Parabéns a todos os youtubers que quebram o pau no tal de Biel pra ganhar audiência e falam bem dele pra ganhar dinheiro "	1
"U2 deve ser ruim mesmo gente, katy perry que tem música boa...  Bando de cabeça de bosta!"	1
"Se a Globo tomar o poder como alguns estão sugerindo, o Waack será ministro do que? JN "	1
"Governo federal investe em publicidade na Veja, hoje e amanhã Aécio economiza em panfletos de boca de urna, a revista ta nas bancas "	1
"É verdade eu azio a toa. "	1
"Estoque de crédito no Brasil cai em abril, aponta BC   Economia"	0
"Você se apega muito fácil"". Está certo,  conexões mentais ocorrem o tempo todo, com certeza!     """	1
"Se o cassio nao era pra ser expulso, entao era pra ser o Abila neh?  Pois foi o abila que bateu no Cassio..  "	1
"Estic enxonat i diria que es de sentir oques, que raro no?  Relax Amor"	1
" poxa isso não é novidade! Tem que pagar a mensalidade mesmo! "	1
"aí a pessoa faz um post irônico.e vem um mané e bota embaixo .sério, uns tabefes bem dados resolvia."	1
"Bolsominions belo nome pra nossaa gincana AHAHHAAHHAAHA    "	1
"Dos jogos em que o Messi não fez os 90 minutos ou nem jogou no campeonato, o Barça perdeu 10 pontos de 12Nada influente no jogo "	1
" Essa folha só fala mal do santinha. Toda classificação inventam assunto pra abafar "	1
" Até vou estar na escola e tudo "	1
"Hope solo foi expulsa por falar a verdade sobre a Suécia.Mas quando defecou sobre o Brasil N houve punição nenhuma né.. "	1
"-Se eu me arrependo de ter ficado com vc??. Imagina...  QuintaDetremuraSDV"	1
"Ai, essa mídia que só inventa crise...  "	1
"Não me digam que vem aí a acusação? Finalmente.  "	1
" Ué, eles não leem jornal, não assitem televisão? ."	1
"falta menos de 24 horas pro fim do mundo, gremistas torcendo mt pra Gabi Markus pro mundo não terminar sem um título pra eles hahahaha"	1
"Qualquer semelhança é mera coincidência... tanoar dentes  "	1
"Brainstorm na agencia do JuntasContraVazamentos é assim: hein, que tal o slogan: 'quem mandou nascer negro' ?""  sarcamo decepção"""	1
"Ser conhecido por milhares d pessoas e ao mesmo tempo não ter ninguém que realmente te conheça  pensamentos escolhas vidasolitária"	1
"ECONOMIACOM MEIRELLESO BRASIL TÁ INDO TÃO BEMMAIS DE 14 MILHÕES DE DESEMPREGADOS CLTForaTEMERDiretasJÁ!"	0
"Me amarro quando chego no trabalho e tem vários nada pra fazer!! "	1
"Criamos no Brasil um monte de cidadãos medíocres, analfabetos funcionais e acomodados.Temos tudo para dar certo "	1
"Que venha o fim do mundo!!! (@ Boteco Imperial w/ 2 others) http://t.co/jwJY2AL0"	1
"UMA SELFIE COM CRISTOcharges JesusCristo selfie  "	1
"Portugal está mesmo melhor!psporto ps porto portugalmelhor economia "	0
"Aposto que até vão revelar nomes que não ligados ao BES e ao Sócrates.   "	1
"Que , as delações da Odebrecht podem “pavimentar” novas “estradas” para o nosso Brasil tão absurdamente corrompido"	1
"discutir quando estou de mau humor é mesmo top "	1
"O romantismo tá em falta será porque hein?"	1
"Povero 󾌴  "	1
"Renan Calheiros, meu malvado favorito. "	1
"Empresas internacionais investem na indústria de metalurgia e metalomecânica  InvestimentoEstrangeiro Economia"	0
"Uma empresa de festa infantis chamada KINK festas.   "	1
"Ñ é como aconteceu, mas o porque aconteceu reação. Algo que não farei: Calar a minha cabeça""!!!  pensante autocritica evolução"""	1
"Robin Hood roubava aos ricos, mas em Portugal…  Nacional Opinião economia "	0
". Tô vendo mais a cara do Sérgio Moro durante o dia que a da minha própria mulher. Ohhh vida. semnoção"	1
" não é difícil na verdade, então não sei se é  sua"	1
"eu amo ir ao médico! "	1
"Quem esta servindo essas coxinhas é uma senhora loira de olhos azuis né  hipocrisia"	1
": O abridor de embalagens difíceis de abrir vem em uma... Embalagem difícil de abrir  """	1
"Nubank estuda pedir caução para liberar cartão de crédito  notícias Economia "	0
"Temer diz que agenda de reformas não será interrompida. Acompanhe:  política economia "	0
" deixa-me dizer-te que nunca fizeram essa piada "	1
"Muitos homens estupram em lugares precários, longe da área urbana. Melhor criar lugares para isso. É questão de saúde AbortoNão  "	1
"Sabia que era coisa de comunista casamento de negros e brancos!!! "	1
"Impeachment já! "	1
" nossa que surpresa, ninguém imaginava  "	1
"Sinônimos de : escárnio, caçoada, sarcasmo, gozação, burla, galhofa, brincadeira, sátira, zombaria, ludíbrio, chacota, debique."	1
"Alta no PIB agropecuário no 1º trimestre é a maior em 20 anos  Economia"	0
"Eu gosto tan bem "	1
"com ou sem  nunca sei com vc"	1
"Saúde e segurança cadê? Nos preocupemos mesmo com a arte para não morrer da verdade"". """	1
"Talvez esse seja o meu caco de vidro. "	1
"RT @joelmaterto: ""Já vi o fim do mundo algumas vezes e na manhã seguinte estava tudo bem"" (Humberto Simplesmente Gênio Gessinger)"	1
"Felizmente, com os treinadores que se seguiram ao Nuno, o Valência melhorou muito. ironía"	1
"tá não  o técnico motivador só dá rachão  "	1
"Estou cá com umas saudades, vocês nem imaginam. "	1
"Que fácil es soltar todo.  Merli12"	1
"Artistas baianas serão homenageadas na mostra 'Conceito Quartos' Economia "	0
"Amanha química, adoro "	1
"Confiança no setor do Turismo no nível mais alto de sempre  Economia"	0
"  Ainda bem, poderia ter colocado a hashtag  ou sqn pra ficar evidente "	1
"     aixo si que no te preu "	1
"Agora vamos voltar a ganha Queridinho de vários jogadores de futebol, fechado por falta de certidão. G1Rio "	1
"que tarde mas bonita "	1
"Eu voto na do Uendel. Foi mais decisiva!  "	1
"Pq aplicar hidrogel é mais saudável  sociedadehipócrita"	1
" mas a culpa foi tua! Tu que resolvesse pegar ônibus bem perto das 18h..  é o pior horário. "	1
"Foto de carnet...  ironía modoon  "	1
"Achei q era um movimento apartidário... "	1
"ECONOMIACOM MEIRELLESO BRASIL TÁ INDO TÃO BEMMAIS DE 50 MILHÕES DE DESEMPREGADOS REAL NAS RUASForaTEMERDiretasJÁ!"	0
"... e logo a seguir o iTunes não funciona...  manhãs perfeitas   "	1
"  Sim, sim. É rojão. Pode vir aqui ver de perto o quanto ele é lindo. Já deixou dois baleados. "	1
"Governo diminui valor mínimo de multaspor inspeção sanitária de carne  economia"	0
"De fome não morro! icicestparis precosiguaisaobrasil   Paris,… "	1
"Finalmente voltaremos a ser aquela superpotência da década de 90! MakeBrazilGreatAgain "	1
"Sou tao popular que ate recebo insultos de pessoas que não conheço ..  "	1
"Zara pagará R$ 5 mi por descumprir acordo com Ministério Público  economia"	0
"Aí vc já ta pedindo demais, né?  "	1
"Bonitinho a Amazon me mandar email 1 semana depois da compra perguntando o que eu achei do livro de OITOCENTAS páginas que to lendo. "	1
"fiquei carente  "	1
"Renaton's Daily já saiu!  Graças a  cidades economia"	0
"machismo no final do video, foco na figura masculina na porta do banheiro, sociedade do patriarcado "	1
" dizem por aí que dá pra trocar o pump por um q sai menos, ainda não testei (vende na própria Mac o pump )"	1
"nao gostei... prefiro as crônicas das olimpíadas que a  faz..."	1
"Que os parece??  Tarragona Economia Inmobiliario   FelizFinde"	0
"Olha que legal não foi temer ,não ? Kkkk  "	1
"Mas esse tipo de vigilância invasiva, sem direito à privacidade não existe só em ditaduras? "	1
"Nunca mandei!!' Kkkkkkk piadinha humor kkk rindolitros adoro vamoscausar feliz … "	1
"Segunda edição da newsletter da SDM atualiza a evolução do CINM  economia madeira"	0
" como Nou Barris, no? "	1
": - Amo quando ele demora a responder.."	1
"Alguém precisa inventar DLC pra essa vida. Ela tá muito fácil, ainda mais para quem mora no Brasil. "	1
"ironia é ter uma antena da TIM em cima do seu prédio, você ligar pra TIM e a ligação cair por falta de sinal. tafacilnao orrax "	1
"Ah, mas são só R$ 4 mil pros juízes pagarem o aluguel, tadinhos. O problema do Brasil é o Bolsa-Família  "	1
"  piada é tipo as que tu conta. "	1
"O Brasil lindo viu  Vergonha ÉOMundoSeAcabando"	1
"americanhistoryx rete4  beh... Niente quarto grado"	1
"RD Intec ve deuda RD cerca umbral riesgo  economía"	0
"derby primarie ong minchiatevarie quello che è.fregna musica  impegno quello che vorrei."	1
"Grão-duque diz que portugueses são uma bênção"" para a economia luxemburguesa: O Grão-duque do Luxemburgo,… """	0
"Tu já tinha metido aquela foto do Jairzinhozinho com o Renato... Tu é um anti-Botafogo nato.  muitaironia"	1
" ! Só para explicar aos limitados"	1
"Percebo  "	1
"L'uomo moderno tra  e disillusione, pensando a Gaber -  GiorgioGaber Certaldo"	1
" Agora sim , trabalhando com "	1
"Só neste ano, o Inter comprou o árbitro do jogo contra o Santos e os times do Santa Cruz, Figueirense e Fluminense. Haja dinheiro! "	1
"Bom é ele, né?   "	1
"2015 começou super bem "	1
